"F1","F2"
"F1","F3"
"F1","F4"
"F1","F5"
"F1","F6"
"F1","F7"
"F1","F16"
"F2","F1"
"F2","F3"
"F3","F1"
"F3","F2"
"F3","F4"
"F3","F6"
"F3","F7"
"F3","F16"
"F4","F1"
"F4","F3"
"F4","F16"
"F5","F1"
"F5","F6"
"F5","F7"
"F5","F14"
"F5","F20"
"F5","F27"
"F5","F28"
"F5","F29"
"F5","F41"
"F6","F1"
"F6","F3"
"F6","F5"
"F6","F7"
"F6","F16"
"F6","F27"
"F6","F26"
"F6","F39"
"F7","F1"
"F7","F3"
"F7","F5"
"F7","F6"
"F16","F1"
"F16","F3"
"F16","F4"
"F16","F6"
"F14","F5"
"F14","F29"
"F14","F38"
"F14","F15"
"F14","F22"
"F14","F23"
"F20","F5"
"F20","F31"
"F20","F23"
"F20","F24"
"F20","F3295"
"F20","F3298"
"F27","F5"
"F27","F6"
"F27","F26"
"F27","F9"
"F27","F31"
"F28","F5"
"F28","F29"
"F28","F41"
"F28","F30"
"F28","F2384"
"F28","F2385"
"F29","F5"
"F29","F14"
"F29","F28"
"F29","F15"
"F29","F30"
"F41","F5"
"F41","F28"
"F41","F39"
"F41","F40"
"F41","F2385"
"F41","F2414"
"F26","F6"
"F26","F27"
"F26","F39"
"F26","F9"
"F39","F6"
"F39","F41"
"F39","F26"
"F39","F9"
"F39","F21"
"F39","F40"
"F8","F9"
"F8","F10"
"F8","F21"
"F8","F32"
"F8","F36"
"F9","F27"
"F9","F26"
"F9","F39"
"F9","F8"
"F9","F10"
"F9","F21"
"F10","F8"
"F10","F9"
"F10","F19"
"F10","F31"
"F10","F6719"
"F10","F6724"
"F21","F39"
"F21","F8"
"F21","F9"
"F21","F36"
"F21","F40"
"F21","F2369"
"F21","F2412"
"F32","F8"
"F32","F36"
"F32","F19"
"F32","F4579"
"F32","F33"
"F32","F34"
"F32","F35"
"F32","F7032"
"F32","F7038"
"F36","F8"
"F36","F21"
"F36","F32"
"F36","F2369"
"F36","F33"
"F36","F35"
"F36","F7032"
"F36","F7031"
"F19","F10"
"F19","F32"
"F19","F6724"
"F19","F4579"
"F19","F4600"
"F19","F6737"
"F31","F20"
"F31","F27"
"F31","F10"
"F31","F6719"
"F31","F3295"
"F6719","F10"
"F6719","F31"
"F6719","F6724"
"F6719","F3295"
"F6719","F6742"
"F6719","F6743"
"F6719","F6718"
"F6724","F10"
"F6724","F19"
"F6724","F6719"
"F6724","F6737"
"F6724","F6722"
"F6724","F6723"
"F11","F12"
"F11","F18"
"F11","F25"
"F11","F38"
"F12","F11"
"F12","F25"
"F12","F38"
"F12","F13"
"F12","F42"
"F12","F43"
"F12","F738"
"F12","F773"
"F12","F774"
"F12","F2388"
"F12","F2400"
"F18","F11"
"F18","F25"
"F18","F38"
"F18","F17"
"F18","F3290"
"F18","F3269"
"F25","F11"
"F25","F12"
"F25","F18"
"F25","F738"
"F25","F3269"
"F25","F722"
"F38","F14"
"F38","F11"
"F38","F12"
"F38","F18"
"F38","F13"
"F38","F2388"
"F38","F15"
"F38","F37"
"F38","F17"
"F38","F2402"
"F13","F12"
"F13","F38"
"F42","F12"
"F42","F43"
"F42","F773"
"F42","F774"
"F42","F2400"
"F42","F5394"
"F43","F12"
"F43","F42"
"F738","F12"
"F738","F25"
"F738","F773"
"F738","F774"
"F738","F722"
"F738","F5319"
"F738","F772"
"F738","F775"
"F738","F776"
"F738","F777"
"F738","F5313"
"F773","F12"
"F773","F42"
"F773","F738"
"F773","F774"
"F773","F5394"
"F773","F772"
"F773","F775"
"F774","F12"
"F774","F42"
"F774","F738"
"F774","F773"
"F774","F775"
"F2388","F12"
"F2388","F38"
"F2388","F2400"
"F2388","F2402"
"F2388","F2390"
"F2388","F2392"
"F2388","F2398"
"F2388","F2399"
"F2388","F2401"
"F2388","F2424"
"F2400","F12"
"F2400","F42"
"F2400","F2388"
"F2400","F5394"
"F2400","F2398"
"F2400","F2399"
