"i","dc","Val"
"F1633","d6",0
"F1633","d7",1
"F1633","d8",0
"F1634","d1",0
"F1634","d2",0
"F1634","d3",0
"F1634","d4",0
"F1634","d5",0
"F1634","d6",0
"F1634","d7",1
"F1634","d8",0
"F1635","d1",0
"F1635","d2",0
"F1635","d3",0
"F1635","d4",0
"F1635","d5",0
"F1635","d6",0
"F1635","d7",1
"F1635","d8",0
"F1636","d1",0
"F1636","d2",0
"F1636","d3",0
"F1636","d4",0
"F1636","d5",0
"F1636","d6",0
"F1636","d7",1
"F1636","d8",0
"F1637","d1",0
"F1637","d2",0
"F1637","d3",0
"F1637","d4",0
"F1637","d5",0
"F1637","d6",0
"F1637","d7",1
"F1637","d8",0
"F1638","d1",0
"F1638","d2",0
"F1638","d3",0
"F1638","d4",0
"F1638","d5",0
"F1638","d6",0
"F1638","d7",1
"F1638","d8",0
"F1639","d1",0
"F1639","d2",0
"F1639","d3",0
"F1639","d4",0
"F1639","d5",0
"F1639","d6",0
"F1639","d7",1
"F1639","d8",0
"F1640","d1",0
"F1640","d2",0
"F1640","d3",0
"F1640","d4",0
"F1640","d5",0
"F1640","d6",0
"F1640","d7",1
"F1640","d8",0
"F1641","d1",0
"F1641","d2",0
"F1641","d3",0
"F1641","d4",0
"F1641","d5",0
"F1641","d6",0
"F1641","d7",1
"F1641","d8",0
"F1642","d1",0
"F1642","d2",0
"F1642","d3",0
"F1642","d4",0
"F1642","d5",0
"F1642","d6",0
"F1642","d7",1
"F1642","d8",0
"F1643","d1",0
"F1643","d2",0
"F1643","d3",0
"F1643","d4",0
"F1643","d5",0
"F1643","d6",0
"F1643","d7",1
"F1643","d8",0
"F1644","d1",0
"F1644","d2",0
"F1644","d3",0
"F1644","d4",0
"F1644","d5",0
"F1644","d6",0
"F1644","d7",1
"F1644","d8",0
"F1645","d1",0
"F1645","d2",0
"F1645","d3",0
"F1645","d4",0
"F1645","d5",0
"F1645","d6",0
"F1645","d7",1
"F1645","d8",0
"F1646","d1",0
"F1646","d2",0
"F1646","d3",0
"F1646","d4",0
"F1646","d5",0
"F1646","d6",0
"F1646","d7",1
"F1646","d8",0
"F1647","d1",0
"F1647","d2",0
"F1647","d3",0
"F1647","d4",0
"F1647","d5",0
"F1647","d6",0
"F1647","d7",1
"F1647","d8",0
"F1648","d1",0
"F1648","d2",0
"F1648","d3",0
"F1648","d4",0
"F1648","d5",0
"F1648","d6",0
"F1648","d7",1
"F1648","d8",0
"F1649","d1",0
"F1649","d2",0
"F1649","d3",0
"F1649","d4",0
"F1649","d5",0
"F1649","d6",0
"F1649","d7",1
"F1649","d8",0
"F1650","d1",0
"F1650","d2",0
"F1650","d3",0
"F1650","d4",0
"F1650","d5",0
"F1650","d6",0
"F1650","d7",1
"F1650","d8",0
"F1651","d1",0
"F1651","d2",0
"F1651","d3",0
"F1651","d4",0
"F1651","d5",0
"F1651","d6",0
"F1651","d7",1
"F1651","d8",0
"F1652","d1",1
"F1652","d2",0
"F1652","d3",0
"F1652","d4",0
"F1652","d5",0
"F1652","d6",0
"F1652","d7",0
"F1652","d8",0
"F1653","d1",1
"F1653","d2",0
"F1653","d3",0
"F1653","d4",0
"F1653","d5",0
"F1653","d6",0
"F1653","d7",0
"F1653","d8",0
"F1654","d1",0
"F1654","d2",0
"F1654","d3",0
"F1654","d4",0
"F1654","d5",0
"F1654","d6",0
"F1654","d7",0
"F1654","d8",1
"F1655","d1",1
"F1655","d2",0
"F1655","d3",0
"F1655","d4",0
"F1655","d5",0
"F1655","d6",0
"F1655","d7",0
"F1655","d8",0
"F1656","d1",0
"F1656","d2",0
"F1656","d3",0
"F1656","d4",0
"F1656","d5",0
"F1656","d6",0
"F1656","d7",0
"F1656","d8",1
"F1657","d1",0
"F1657","d2",0
"F1657","d3",0
"F1657","d4",0
"F1657","d5",0
"F1657","d6",0
"F1657","d7",0
"F1657","d8",1
"F1658","d1",0
"F1658","d2",0
"F1658","d3",0
"F1658","d4",0
"F1658","d5",0
"F1658","d6",0
"F1658","d7",0
"F1658","d8",1
"F1659","d1",0
"F1659","d2",0
"F1659","d3",0
"F1659","d4",0
"F1659","d5",0
"F1659","d6",0
"F1659","d7",0
"F1659","d8",1
"F1660","d1",0
"F1660","d2",0
"F1660","d3",0
"F1660","d4",0
"F1660","d5",0
"F1660","d6",0
"F1660","d7",0
"F1660","d8",1
"F1661","d1",0
"F1661","d2",0
"F1661","d3",0
"F1661","d4",0
"F1661","d5",0
"F1661","d6",0
"F1661","d7",0
"F1661","d8",1
"F1662","d1",0
"F1662","d2",0
"F1662","d3",0
"F1662","d4",0
"F1662","d5",0
"F1662","d6",0
"F1662","d7",0
"F1662","d8",1
"F1663","d1",0
"F1663","d2",0
"F1663","d3",0
"F1663","d4",0
"F1663","d5",0
"F1663","d6",0
"F1663","d7",1
"F1663","d8",0
"F1664","d1",0
"F1664","d2",0
"F1664","d3",0
"F1664","d4",0
"F1664","d5",0
"F1664","d6",0
"F1664","d7",1
"F1664","d8",0
"F1665","d1",0
"F1665","d2",0
"F1665","d3",0
"F1665","d4",0
"F1665","d5",0
"F1665","d6",0
"F1665","d7",1
"F1665","d8",0
"F1666","d1",0
"F1666","d2",0
"F1666","d3",0
"F1666","d4",0
"F1666","d5",0
"F1666","d6",0
"F1666","d7",1
"F1666","d8",0
"F1667","d1",0
"F1667","d2",0
"F1667","d3",0
"F1667","d4",0
"F1667","d5",0
"F1667","d6",0
"F1667","d7",1
"F1667","d8",0
"F1668","d1",0
"F1668","d2",0
"F1668","d3",0
"F1668","d4",0
"F1668","d5",0
"F1668","d6",0
"F1668","d7",1
"F1668","d8",0
"F1669","d1",0
"F1669","d2",0
"F1669","d3",0
"F1669","d4",0
"F1669","d5",0
"F1669","d6",0
"F1669","d7",1
"F1669","d8",0
"F1670","d1",0
"F1670","d2",0
"F1670","d3",0
"F1670","d4",0
"F1670","d5",0
"F1670","d6",0
"F1670","d7",1
"F1670","d8",0
"F1671","d1",0
"F1671","d2",0
"F1671","d3",0
"F1671","d4",0
"F1671","d5",0
"F1671","d6",0
"F1671","d7",1
"F1671","d8",0
"F1672","d1",0
"F1672","d2",0
"F1672","d3",0
"F1672","d4",0
"F1672","d5",0
"F1672","d6",0
"F1672","d7",1
"F1672","d8",0
"F1673","d1",0
"F1673","d2",0
"F1673","d3",0
"F1673","d4",0
"F1673","d5",0
"F1673","d6",0
"F1673","d7",1
"F1673","d8",0
"F1674","d1",0
"F1674","d2",0
"F1674","d3",0
"F1674","d4",0
"F1674","d5",0
"F1674","d6",0
"F1674","d7",1
"F1674","d8",0
"F1675","d1",0
"F1675","d2",0
"F1675","d3",0
"F1675","d4",0
"F1675","d5",0
"F1675","d6",0
"F1675","d7",1
"F1675","d8",0
"F1676","d1",0
"F1676","d2",0
"F1676","d3",0
"F1676","d4",0
"F1676","d5",0
"F1676","d6",0
"F1676","d7",1
"F1676","d8",0
"F1677","d1",0
"F1677","d2",0
"F1677","d3",0
"F1677","d4",0
"F1677","d5",0
"F1677","d6",0
"F1677","d7",1
"F1677","d8",0
"F1678","d1",0
"F1678","d2",0
"F1678","d3",0
"F1678","d4",0
"F1678","d5",0
"F1678","d6",0
"F1678","d7",1
"F1678","d8",0
"F1679","d1",0
"F1679","d2",0
"F1679","d3",0
"F1679","d4",0
"F1679","d5",0
"F1679","d6",0
"F1679","d7",1
"F1679","d8",0
"F1680","d1",0
"F1680","d2",0
"F1680","d3",0
"F1680","d4",0
"F1680","d5",0
"F1680","d6",0
"F1680","d7",1
"F1680","d8",0
"F1681","d1",0
"F1681","d2",0
"F1681","d3",0
"F1681","d4",0
"F1681","d5",0
"F1681","d6",0
"F1681","d7",1
"F1681","d8",0
"F1682","d1",0
"F1682","d2",0
"F1682","d3",0
"F1682","d4",0
"F1682","d5",0
"F1682","d6",0
"F1682","d7",1
"F1682","d8",0
"F1683","d1",0
"F1683","d2",0
"F1683","d3",0
"F1683","d4",0
"F1683","d5",0
"F1683","d6",0
"F1683","d7",1
"F1683","d8",0
"F1684","d1",0
"F1684","d2",0
"F1684","d3",0
"F1684","d4",0
"F1684","d5",0
"F1684","d6",0
"F1684","d7",1
"F1684","d8",0
"F1685","d1",0
"F1685","d2",0
"F1685","d3",0
"F1685","d4",0
"F1685","d5",0
"F1685","d6",0
"F1685","d7",1
"F1685","d8",0
"F1686","d1",0
"F1686","d2",0
"F1686","d3",0
"F1686","d4",0
"F1686","d5",0
"F1686","d6",0
"F1686","d7",1
"F1686","d8",0
"F1687","d1",0
"F1687","d2",0
"F1687","d3",0
"F1687","d4",0
"F1687","d5",0
"F1687","d6",0
"F1687","d7",1
"F1687","d8",0
"F1688","d1",0
"F1688","d2",0
"F1688","d3",0
"F1688","d4",0
"F1688","d5",0
"F1688","d6",0
"F1688","d7",1
"F1688","d8",0
"F1689","d1",0
"F1689","d2",0
"F1689","d3",0
"F1689","d4",0
"F1689","d5",0
"F1689","d6",0
"F1689","d7",1
"F1689","d8",0
"F1690","d1",0
"F1690","d2",0
"F1690","d3",0
"F1690","d4",0
"F1690","d5",0
"F1690","d6",0
"F1690","d7",1
"F1690","d8",0
"F1691","d1",0
"F1691","d2",0
"F1691","d3",0
"F1691","d4",0
"F1691","d5",0
"F1691","d6",0
"F1691","d7",1
"F1691","d8",0
"F1692","d1",0
"F1692","d2",0
"F1692","d3",0
"F1692","d4",0
"F1692","d5",0
"F1692","d6",0
"F1692","d7",1
"F1692","d8",0
"F1693","d1",0
"F1693","d2",0
"F1693","d3",0
"F1693","d4",0
"F1693","d5",0
"F1693","d6",0
"F1693","d7",1
"F1693","d8",0
"F1694","d1",0
"F1694","d2",0
"F1694","d3",0
"F1694","d4",0
"F1694","d5",0
"F1694","d6",0
"F1694","d7",1
"F1694","d8",0
"F1695","d1",0
"F1695","d2",0
"F1695","d3",0
"F1695","d4",0
"F1695","d5",0
"F1695","d6",0
"F1695","d7",1
"F1695","d8",0
"F1696","d1",0
"F1696","d2",0
"F1696","d3",0
"F1696","d4",0
"F1696","d5",0
"F1696","d6",0
"F1696","d7",1
"F1696","d8",0
"F1697","d1",0
"F1697","d2",0
"F1697","d3",0
"F1697","d4",0
"F1697","d5",0
"F1697","d6",0
"F1697","d7",1
"F1697","d8",0
"F1698","d1",0
"F1698","d2",0
"F1698","d3",0
"F1698","d4",0
"F1698","d5",0
"F1698","d6",0
"F1698","d7",1
"F1698","d8",0
"F1699","d1",0
"F1699","d2",0
"F1699","d3",0
"F1699","d4",0
"F1699","d5",0
"F1699","d6",0
"F1699","d7",1
"F1699","d8",0
"F1700","d1",0
"F1700","d2",0
"F1700","d3",0
"F1700","d4",0
"F1700","d5",0
"F1700","d6",0
"F1700","d7",1
"F1700","d8",0
"F1701","d1",0
"F1701","d2",0
"F1701","d3",0
"F1701","d4",0
"F1701","d5",0
"F1701","d6",0
"F1701","d7",1
"F1701","d8",0
"F1702","d1",0
"F1702","d2",0
"F1702","d3",0
"F1702","d4",0
"F1702","d5",0
"F1702","d6",0
"F1702","d7",1
"F1702","d8",0
"F1703","d1",0
"F1703","d2",0
"F1703","d3",0
"F1703","d4",0
"F1703","d5",0
"F1703","d6",0
"F1703","d7",1
"F1703","d8",0
"F1704","d1",0
"F1704","d2",0
"F1704","d3",0
"F1704","d4",0
"F1704","d5",0
"F1704","d6",0
"F1704","d7",1
"F1704","d8",0
"F1705","d1",0
"F1705","d2",0
"F1705","d3",0
"F1705","d4",0
"F1705","d5",0
"F1705","d6",0
"F1705","d7",1
"F1705","d8",0
"F1706","d1",0
"F1706","d2",0
"F1706","d3",0
"F1706","d4",0
"F1706","d5",0
"F1706","d6",0
"F1706","d7",1
"F1706","d8",0
"F1707","d1",0
"F1707","d2",0
"F1707","d3",0
"F1707","d4",0
"F1707","d5",0
"F1707","d6",0
"F1707","d7",1
"F1707","d8",0
"F1708","d1",0
"F1708","d2",0
"F1708","d3",0
"F1708","d4",0
"F1708","d5",0
"F1708","d6",0
"F1708","d7",1
"F1708","d8",0
"F1709","d1",0
"F1709","d2",0
"F1709","d3",0
"F1709","d4",0
"F1709","d5",0
"F1709","d6",0
"F1709","d7",1
"F1709","d8",0
"F1710","d1",0
"F1710","d2",0
"F1710","d3",0
"F1710","d4",0
"F1710","d5",0
"F1710","d6",0
"F1710","d7",1
"F1710","d8",0
"F1711","d1",0
"F1711","d2",0
"F1711","d3",0
"F1711","d4",0
"F1711","d5",0
"F1711","d6",0
"F1711","d7",1
"F1711","d8",0
"F1712","d1",0
"F1712","d2",0
"F1712","d3",0
"F1712","d4",0
"F1712","d5",0
"F1712","d6",0
"F1712","d7",1
"F1712","d8",0
"F1713","d1",0
"F1713","d2",0
"F1713","d3",0
"F1713","d4",0
"F1713","d5",0
"F1713","d6",0
"F1713","d7",1
"F1713","d8",0
"F1714","d1",0
"F1714","d2",0
"F1714","d3",0
"F1714","d4",0
"F1714","d5",0
"F1714","d6",0
"F1714","d7",1
"F1714","d8",0
"F1715","d1",0
"F1715","d2",0
"F1715","d3",0
"F1715","d4",0
"F1715","d5",0
"F1715","d6",0
"F1715","d7",1
"F1715","d8",0
"F1716","d1",0
"F1716","d2",0
"F1716","d3",0
"F1716","d4",0
"F1716","d5",0
"F1716","d6",0
"F1716","d7",0
"F1716","d8",1
"F1717","d1",1
"F1717","d2",0
"F1717","d3",0
"F1717","d4",0
"F1717","d5",0
"F1717","d6",0
"F1717","d7",0
"F1717","d8",0
"F1718","d1",1
"F1718","d2",0
"F1718","d3",0
"F1718","d4",0
"F1718","d5",0
"F1718","d6",0
"F1718","d7",0
"F1718","d8",0
"F1719","d1",0
"F1719","d2",0
"F1719","d3",0
"F1719","d4",0
"F1719","d5",0
"F1719","d6",0
"F1719","d7",1
"F1719","d8",0
"F1720","d1",1
"F1720","d2",0
"F1720","d3",0
"F1720","d4",0
"F1720","d5",0
"F1720","d6",0
"F1720","d7",0
"F1720","d8",0
"F1721","d1",0
"F1721","d2",0
"F1721","d3",0
"F1721","d4",0
"F1721","d5",0
"F1721","d6",0
"F1721","d7",1
"F1721","d8",0
"F1722","d1",0
"F1722","d2",0
"F1722","d3",0
"F1722","d4",0
"F1722","d5",0
"F1722","d6",0
"F1722","d7",0
"F1722","d8",1
"F1723","d1",1
"F1723","d2",0
"F1723","d3",0
"F1723","d4",0
"F1723","d5",0
"F1723","d6",0
"F1723","d7",0
"F1723","d8",0
"F1724","d1",1
"F1724","d2",0
"F1724","d3",0
"F1724","d4",0
"F1724","d5",0
"F1724","d6",0
"F1724","d7",0
"F1724","d8",0
"F1725","d1",1
"F1725","d2",0
"F1725","d3",0
"F1725","d4",0
"F1725","d5",0
"F1725","d6",0
"F1725","d7",0
"F1725","d8",0
"F1726","d1",0
"F1726","d2",0
"F1726","d3",0
"F1726","d4",0
"F1726","d5",0
"F1726","d6",0
"F1726","d7",1
"F1726","d8",0
"F1727","d1",1
"F1727","d2",0
"F1727","d3",0
"F1727","d4",0
"F1727","d5",0
"F1727","d6",0
"F1727","d7",0
"F1727","d8",0
"F1728","d1",1
"F1728","d2",0
"F1728","d3",0
"F1728","d4",0
"F1728","d5",0
"F1728","d6",0
"F1728","d7",0
"F1728","d8",0
"F1729","d1",0
"F1729","d2",0
"F1729","d3",0
"F1729","d4",0
"F1729","d5",0
"F1729","d6",0
"F1729","d7",1
"F1729","d8",0
"F1730","d1",0
"F1730","d2",0
"F1730","d3",0
"F1730","d4",0
"F1730","d5",0
"F1730","d6",0
"F1730","d7",0
"F1730","d8",1
"F1731","d1",1
"F1731","d2",0
"F1731","d3",0
"F1731","d4",0
"F1731","d5",0
"F1731","d6",0
"F1731","d7",0
"F1731","d8",0
"F1732","d1",1
"F1732","d2",0
"F1732","d3",0
"F1732","d4",0
"F1732","d5",0
"F1732","d6",0
"F1732","d7",0
"F1732","d8",0
"F1733","d1",0
"F1733","d2",0
"F1733","d3",0
"F1733","d4",0
"F1733","d5",0
"F1733","d6",0
"F1733","d7",0
"F1733","d8",1
"F1734","d1",1
"F1734","d2",0
"F1734","d3",0
"F1734","d4",0
"F1734","d5",0
"F1734","d6",0
"F1734","d7",0
"F1734","d8",0
"F1735","d1",1
"F1735","d2",0
"F1735","d3",0
"F1735","d4",0
"F1735","d5",0
"F1735","d6",0
"F1735","d7",0
"F1735","d8",0
"F1736","d1",0
"F1736","d2",0
"F1736","d3",0
"F1736","d4",0
"F1736","d5",0
"F1736","d6",0
"F1736","d7",1
"F1736","d8",0
"F1737","d1",1
"F1737","d2",0
"F1737","d3",0
"F1737","d4",0
"F1737","d5",0
"F1737","d6",0
"F1737","d7",0
"F1737","d8",0
"F1738","d1",1
"F1738","d2",0
"F1738","d3",0
"F1738","d4",0
"F1738","d5",0
"F1738","d6",0
"F1738","d7",0
"F1738","d8",0
"F1739","d1",0
"F1739","d2",0
"F1739","d3",0
"F1739","d4",0
"F1739","d5",0
"F1739","d6",0
"F1739","d7",0
"F1739","d8",1
"F1740","d1",0
"F1740","d2",0
"F1740","d3",0
"F1740","d4",0
"F1740","d5",0
"F1740","d6",0
"F1740","d7",0
"F1740","d8",1
"F1741","d1",0
"F1741","d2",0
"F1741","d3",0
"F1741","d4",0
"F1741","d5",0
"F1741","d6",0
"F1741","d7",1
"F1741","d8",0
"F1742","d1",0
"F1742","d2",0
"F1742","d3",0
"F1742","d4",0
"F1742","d5",0
"F1742","d6",0
"F1742","d7",1
"F1742","d8",0
"F1743","d1",0
"F1743","d2",0
"F1743","d3",0
"F1743","d4",0
"F1743","d5",0
"F1743","d6",0
"F1743","d7",1
"F1743","d8",0
"F1744","d1",0
"F1744","d2",0
"F1744","d3",0
"F1744","d4",0
"F1744","d5",0
"F1744","d6",0
"F1744","d7",1
"F1744","d8",0
"F1745","d1",0
"F1745","d2",0
"F1745","d3",0
"F1745","d4",0
"F1745","d5",0
"F1745","d6",0
"F1745","d7",1
"F1745","d8",0
"F1746","d1",0
"F1746","d2",0
"F1746","d3",0
"F1746","d4",0
"F1746","d5",0
"F1746","d6",0
"F1746","d7",0
"F1746","d8",1
"F1747","d1",0
"F1747","d2",0
"F1747","d3",0
"F1747","d4",0
"F1747","d5",0
"F1747","d6",0
"F1747","d7",1
"F1747","d8",0
"F1748","d1",0
"F1748","d2",0
"F1748","d3",0
"F1748","d4",0
"F1748","d5",0
"F1748","d6",0
"F1748","d7",1
"F1748","d8",0
"F1749","d1",0
"F1749","d2",0
"F1749","d3",0
"F1749","d4",0
"F1749","d5",0
"F1749","d6",0
"F1749","d7",1
"F1749","d8",0
"F1750","d1",0
"F1750","d2",0
"F1750","d3",0
"F1750","d4",0
"F1750","d5",0
"F1750","d6",0
"F1750","d7",1
"F1750","d8",0
"F1751","d1",0
"F1751","d2",0
"F1751","d3",0
"F1751","d4",0
"F1751","d5",0
"F1751","d6",0
"F1751","d7",1
"F1751","d8",0
"F1752","d1",0
"F1752","d2",0
"F1752","d3",0
"F1752","d4",0
"F1752","d5",0
"F1752","d6",0
"F1752","d7",1
"F1752","d8",0
"F1753","d1",0
"F1753","d2",0
"F1753","d3",0
"F1753","d4",0
"F1753","d5",0
"F1753","d6",0
"F1753","d7",1
"F1753","d8",0
"F1754","d1",0
"F1754","d2",0
"F1754","d3",0
"F1754","d4",0
"F1754","d5",0
"F1754","d6",0
"F1754","d7",1
"F1754","d8",0
"F1755","d1",0
"F1755","d2",0
"F1755","d3",0
"F1755","d4",0
"F1755","d5",0
"F1755","d6",0
"F1755","d7",1
"F1755","d8",0
"F1756","d1",0
"F1756","d2",0
"F1756","d3",0
"F1756","d4",0
"F1756","d5",0
"F1756","d6",0
"F1756","d7",1
"F1756","d8",0
"F1757","d1",0
"F1757","d2",0
"F1757","d3",0
"F1757","d4",0
"F1757","d5",0
"F1757","d6",0
"F1757","d7",1
"F1757","d8",0
"F1758","d1",0
"F1758","d2",0
"F1758","d3",0
"F1758","d4",0
"F1758","d5",0
"F1758","d6",0
"F1758","d7",1
"F1758","d8",0
"F1759","d1",0
"F1759","d2",0
"F1759","d3",0
"F1759","d4",0
"F1759","d5",0
"F1759","d6",0
"F1759","d7",1
"F1759","d8",0
"F1760","d1",0
"F1760","d2",0
"F1760","d3",0
"F1760","d4",0
"F1760","d5",0
"F1760","d6",0
"F1760","d7",1
"F1760","d8",0
"F1761","d1",0
"F1761","d2",0
"F1761","d3",0
"F1761","d4",0
"F1761","d5",0
"F1761","d6",0
"F1761","d7",1
"F1761","d8",0
"F1762","d1",0
"F1762","d2",0
"F1762","d3",0
"F1762","d4",0
"F1762","d5",0
"F1762","d6",0
"F1762","d7",1
"F1762","d8",0
"F1763","d1",0
"F1763","d2",0
"F1763","d3",0
"F1763","d4",0
"F1763","d5",0
"F1763","d6",0
"F1763","d7",1
"F1763","d8",0
"F1764","d1",0
"F1764","d2",0
"F1764","d3",0
"F1764","d4",0
"F1764","d5",0
"F1764","d6",0
"F1764","d7",1
"F1764","d8",0
"F1765","d1",0
"F1765","d2",0
"F1765","d3",0
"F1765","d4",0
"F1765","d5",0
"F1765","d6",0
"F1765","d7",1
"F1765","d8",0
"F1766","d1",0
"F1766","d2",0
"F1766","d3",0
"F1766","d4",0
"F1766","d5",0
"F1766","d6",0
"F1766","d7",1
"F1766","d8",0
"F1767","d1",0
"F1767","d2",0
"F1767","d3",0
"F1767","d4",0
"F1767","d5",0
"F1767","d6",0
"F1767","d7",1
"F1767","d8",0
"F1768","d1",0
"F1768","d2",0
"F1768","d3",0
"F1768","d4",0
"F1768","d5",0
"F1768","d6",0
"F1768","d7",1
"F1768","d8",0
"F1769","d1",0
"F1769","d2",0
"F1769","d3",0
"F1769","d4",0
"F1769","d5",0
"F1769","d6",0
"F1769","d7",1
"F1769","d8",0
"F1770","d1",0
"F1770","d2",0
"F1770","d3",0
"F1770","d4",0
"F1770","d5",0
"F1770","d6",0
"F1770","d7",1
"F1770","d8",0
"F1771","d1",0
"F1771","d2",0
"F1771","d3",0
"F1771","d4",0
"F1771","d5",0
"F1771","d6",0
"F1771","d7",1
"F1771","d8",0
"F1772","d1",0
"F1772","d2",0
"F1772","d3",0
"F1772","d4",0
"F1772","d5",0
"F1772","d6",0
"F1772","d7",1
"F1772","d8",0
"F1773","d1",0
"F1773","d2",0
"F1773","d3",0
"F1773","d4",0
"F1773","d5",0
"F1773","d6",0
"F1773","d7",1
"F1773","d8",0
"F1774","d1",0
"F1774","d2",0
"F1774","d3",0
"F1774","d4",0
"F1774","d5",0
"F1774","d6",0
"F1774","d7",0
"F1774","d8",1
"F1775","d1",0
"F1775","d2",0
"F1775","d3",0
"F1775","d4",0
"F1775","d5",1
"F1775","d6",0
"F1775","d7",0
"F1775","d8",0
"F1776","d1",0
"F1776","d2",0
"F1776","d3",0
"F1776","d4",0
"F1776","d5",1
"F1776","d6",0
"F1776","d7",0
"F1776","d8",0
"F1777","d1",0
"F1777","d2",0
"F1777","d3",0
"F1777","d4",0
"F1777","d5",1
"F1777","d6",0
"F1777","d7",0
"F1777","d8",0
"F1778","d1",0
"F1778","d2",0
"F1778","d3",0
"F1778","d4",0
"F1778","d5",1
"F1778","d6",0
"F1778","d7",0
"F1778","d8",0
"F1779","d1",0
"F1779","d2",0
"F1779","d3",0
"F1779","d4",0
"F1779","d5",1
"F1779","d6",0
"F1779","d7",0
"F1779","d8",0
"F1780","d1",0
"F1780","d2",0
"F1780","d3",0
"F1780","d4",0
"F1780","d5",1
"F1780","d6",0
"F1780","d7",0
"F1780","d8",0
"F1781","d1",0
"F1781","d2",0
"F1781","d3",0
"F1781","d4",0
"F1781","d5",1
"F1781","d6",0
"F1781","d7",0
"F1781","d8",0
"F1782","d1",0
"F1782","d2",0
"F1782","d3",0
"F1782","d4",0
"F1782","d5",1
"F1782","d6",0
"F1782","d7",0
"F1782","d8",0
"F1783","d1",0
"F1783","d2",0
"F1783","d3",0
"F1783","d4",0
"F1783","d5",1
"F1783","d6",0
"F1783","d7",0
"F1783","d8",0
"F1784","d1",0
"F1784","d2",0
"F1784","d3",0
"F1784","d4",0
"F1784","d5",1
"F1784","d6",0
"F1784","d7",0
"F1784","d8",0
"F1785","d1",0
"F1785","d2",0
"F1785","d3",0
"F1785","d4",0
"F1785","d5",1
"F1785","d6",0
"F1785","d7",0
"F1785","d8",0
"F1786","d1",0
"F1786","d2",0
"F1786","d3",0
"F1786","d4",0
"F1786","d5",1
"F1786","d6",0
"F1786","d7",0
"F1786","d8",0
"F1787","d1",0
"F1787","d2",0
"F1787","d3",0
"F1787","d4",0
"F1787","d5",1
"F1787","d6",0
"F1787","d7",0
"F1787","d8",0
"F1788","d1",0
"F1788","d2",0
"F1788","d3",0
"F1788","d4",0
"F1788","d5",1
"F1788","d6",0
"F1788","d7",0
"F1788","d8",0
"F1789","d1",0
"F1789","d2",0
"F1789","d3",0
"F1789","d4",0
"F1789","d5",1
"F1789","d6",0
"F1789","d7",0
"F1789","d8",0
"F1790","d1",0
"F1790","d2",0
"F1790","d3",0
"F1790","d4",0
"F1790","d5",1
"F1790","d6",0
"F1790","d7",0
"F1790","d8",0
"F1791","d1",0
"F1791","d2",0
"F1791","d3",0
"F1791","d4",0
"F1791","d5",1
"F1791","d6",0
"F1791","d7",0
"F1791","d8",0
"F1792","d1",0
"F1792","d2",0
"F1792","d3",0
"F1792","d4",0
"F1792","d5",1
"F1792","d6",0
"F1792","d7",0
"F1792","d8",0
"F1793","d1",1
"F1793","d2",0
"F1793","d3",0
"F1793","d4",0
"F1793","d5",0
"F1793","d6",0
"F1793","d7",0
"F1793","d8",0
"F1794","d1",1
"F1794","d2",0
"F1794","d3",0
"F1794","d4",0
"F1794","d5",0
"F1794","d6",0
"F1794","d7",0
"F1794","d8",0
"F1795","d1",1
"F1795","d2",0
"F1795","d3",0
"F1795","d4",0
"F1795","d5",0
"F1795","d6",0
"F1795","d7",0
"F1795","d8",0
"F1796","d1",1
"F1796","d2",0
"F1796","d3",0
"F1796","d4",0
"F1796","d5",0
"F1796","d6",0
"F1796","d7",0
"F1796","d8",0
"F1797","d1",1
"F1797","d2",0
"F1797","d3",0
"F1797","d4",0
"F1797","d5",0
"F1797","d6",0
"F1797","d7",0
"F1797","d8",0
"F1798","d1",1
"F1798","d2",0
"F1798","d3",0
"F1798","d4",0
"F1798","d5",0
"F1798","d6",0
"F1798","d7",0
"F1798","d8",0
"F1799","d1",0
"F1799","d2",0
"F1799","d3",0
"F1799","d4",1
"F1799","d5",0
"F1799","d6",0
"F1799","d7",0
"F1799","d8",0
"F1800","d1",0
"F1800","d2",0
"F1800","d3",0
"F1800","d4",1
"F1800","d5",0
"F1800","d6",0
"F1800","d7",0
"F1800","d8",0
"F1801","d1",1
"F1801","d2",0
"F1801","d3",0
"F1801","d4",0
"F1801","d5",0
"F1801","d6",0
"F1801","d7",0
"F1801","d8",0
"F1802","d1",1
"F1802","d2",0
"F1802","d3",0
"F1802","d4",0
"F1802","d5",0
"F1802","d6",0
"F1802","d7",0
"F1802","d8",0
"F1803","d1",1
"F1803","d2",0
"F1803","d3",0
"F1803","d4",0
"F1803","d5",0
"F1803","d6",0
"F1803","d7",0
"F1803","d8",0
"F1804","d1",1
"F1804","d2",0
"F1804","d3",0
"F1804","d4",0
"F1804","d5",0
"F1804","d6",0
"F1804","d7",0
"F1804","d8",0
"F1805","d1",1
"F1805","d2",0
"F1805","d3",0
"F1805","d4",0
"F1805","d5",0
"F1805","d6",0
"F1805","d7",0
"F1805","d8",0
"F1806","d1",1
"F1806","d2",0
"F1806","d3",0
"F1806","d4",0
"F1806","d5",0
"F1806","d6",0
"F1806","d7",0
"F1806","d8",0
"F1807","d1",1
"F1807","d2",0
"F1807","d3",0
"F1807","d4",0
"F1807","d5",0
"F1807","d6",0
"F1807","d7",0
"F1807","d8",0
"F1808","d1",1
"F1808","d2",0
"F1808","d3",0
"F1808","d4",0
