"i","dc","Val"
"F6241","d1",1
"F6241","d2",0
"F6241","d3",0
"F6241","d4",0
"F6241","d5",0
"F6241","d6",0
"F6241","d7",0
"F6241","d8",0
"F6242","d1",0
"F6242","d2",1
"F6242","d3",0
"F6242","d4",0
"F6242","d5",0
"F6242","d6",0
"F6242","d7",0
"F6242","d8",0
"F6243","d1",0
"F6243","d2",1
"F6243","d3",0
"F6243","d4",0
"F6243","d5",0
"F6243","d6",0
"F6243","d7",0
"F6243","d8",0
"F6244","d1",0
"F6244","d2",1
"F6244","d3",0
"F6244","d4",0
"F6244","d5",0
"F6244","d6",0
"F6244","d7",0
"F6244","d8",0
"F6245","d1",0
"F6245","d2",1
"F6245","d3",0
"F6245","d4",0
"F6245","d5",0
"F6245","d6",0
"F6245","d7",0
"F6245","d8",0
"F6246","d1",0
"F6246","d2",1
"F6246","d3",0
"F6246","d4",0
"F6246","d5",0
"F6246","d6",0
"F6246","d7",0
"F6246","d8",0
"F6247","d1",0
"F6247","d2",1
"F6247","d3",0
"F6247","d4",0
"F6247","d5",0
"F6247","d6",0
"F6247","d7",0
"F6247","d8",0
"F6248","d1",0
"F6248","d2",1
"F6248","d3",0
"F6248","d4",0
"F6248","d5",0
"F6248","d6",0
"F6248","d7",0
"F6248","d8",0
"F6249","d1",0
"F6249","d2",1
"F6249","d3",0
"F6249","d4",0
"F6249","d5",0
"F6249","d6",0
"F6249","d7",0
"F6249","d8",0
"F6250","d1",0
"F6250","d2",1
"F6250","d3",0
"F6250","d4",0
"F6250","d5",0
"F6250","d6",0
"F6250","d7",0
"F6250","d8",0
"F6251","d1",0
"F6251","d2",1
"F6251","d3",0
"F6251","d4",0
"F6251","d5",0
"F6251","d6",0
"F6251","d7",0
"F6251","d8",0
"F6252","d1",0
"F6252","d2",1
"F6252","d3",0
"F6252","d4",0
"F6252","d5",0
"F6252","d6",0
"F6252","d7",0
"F6252","d8",0
"F6253","d1",0
"F6253","d2",1
"F6253","d3",0
"F6253","d4",0
"F6253","d5",0
"F6253","d6",0
"F6253","d7",0
"F6253","d8",0
"F6254","d1",0
"F6254","d2",1
"F6254","d3",0
"F6254","d4",0
"F6254","d5",0
"F6254","d6",0
"F6254","d7",0
"F6254","d8",0
"F6255","d1",1
"F6255","d2",0
"F6255","d3",0
"F6255","d4",0
"F6255","d5",0
"F6255","d6",0
"F6255","d7",0
"F6255","d8",0
"F6256","d1",0
"F6256","d2",1
"F6256","d3",0
"F6256","d4",0
"F6256","d5",0
"F6256","d6",0
"F6256","d7",0
"F6256","d8",0
"F6257","d1",0
"F6257","d2",1
"F6257","d3",0
"F6257","d4",0
"F6257","d5",0
"F6257","d6",0
"F6257","d7",0
"F6257","d8",0
"F6258","d1",0
"F6258","d2",1
"F6258","d3",0
"F6258","d4",0
"F6258","d5",0
"F6258","d6",0
"F6258","d7",0
"F6258","d8",0
"F6259","d1",0
"F6259","d2",1
"F6259","d3",0
"F6259","d4",0
"F6259","d5",0
"F6259","d6",0
"F6259","d7",0
"F6259","d8",0
"F6260","d1",0
"F6260","d2",1
"F6260","d3",0
"F6260","d4",0
"F6260","d5",0
"F6260","d6",0
"F6260","d7",0
"F6260","d8",0
"F6261","d1",0
"F6261","d2",1
"F6261","d3",0
"F6261","d4",0
"F6261","d5",0
"F6261","d6",0
"F6261","d7",0
"F6261","d8",0
"F6262","d1",0
"F6262","d2",1
"F6262","d3",0
"F6262","d4",0
"F6262","d5",0
"F6262","d6",0
"F6262","d7",0
"F6262","d8",0
"F6263","d1",0
"F6263","d2",1
"F6263","d3",0
"F6263","d4",0
"F6263","d5",0
"F6263","d6",0
"F6263","d7",0
"F6263","d8",0
"F6264","d1",0
"F6264","d2",1
"F6264","d3",0
"F6264","d4",0
"F6264","d5",0
"F6264","d6",0
"F6264","d7",0
"F6264","d8",0
"F6265","d1",0
"F6265","d2",1
"F6265","d3",0
"F6265","d4",0
"F6265","d5",0
"F6265","d6",0
"F6265","d7",0
"F6265","d8",0
"F6266","d1",1
"F6266","d2",0
"F6266","d3",0
"F6266","d4",0
"F6266","d5",0
"F6266","d6",0
"F6266","d7",0
"F6266","d8",0
"F6267","d1",1
"F6267","d2",0
"F6267","d3",0
"F6267","d4",0
"F6267","d5",0
"F6267","d6",0
"F6267","d7",0
"F6267","d8",0
"F6268","d1",1
"F6268","d2",0
"F6268","d3",0
"F6268","d4",0
"F6268","d5",0
"F6268","d6",0
"F6268","d7",0
"F6268","d8",0
"F6269","d1",0
"F6269","d2",1
"F6269","d3",0
"F6269","d4",0
"F6269","d5",0
"F6269","d6",0
"F6269","d7",0
"F6269","d8",0
"F6270","d1",0
"F6270","d2",1
"F6270","d3",0
"F6270","d4",0
"F6270","d5",0
"F6270","d6",0
"F6270","d7",0
"F6270","d8",0
"F6271","d1",0
"F6271","d2",1
"F6271","d3",0
"F6271","d4",0
"F6271","d5",0
"F6271","d6",0
"F6271","d7",0
"F6271","d8",0
"F6272","d1",0
"F6272","d2",1
"F6272","d3",0
"F6272","d4",0
"F6272","d5",0
"F6272","d6",0
"F6272","d7",0
"F6272","d8",0
"F6273","d1",0
"F6273","d2",1
"F6273","d3",0
"F6273","d4",0
"F6273","d5",0
"F6273","d6",0
"F6273","d7",0
"F6273","d8",0
"F6274","d1",0
"F6274","d2",1
"F6274","d3",0
"F6274","d4",0
"F6274","d5",0
"F6274","d6",0
"F6274","d7",0
"F6274","d8",0
"F6275","d1",0
"F6275","d2",1
"F6275","d3",0
"F6275","d4",0
"F6275","d5",0
"F6275","d6",0
"F6275","d7",0
"F6275","d8",0
"F6276","d1",0
"F6276","d2",1
"F6276","d3",0
"F6276","d4",0
"F6276","d5",0
"F6276","d6",0
"F6276","d7",0
"F6276","d8",0
"F6277","d1",0
"F6277","d2",1
"F6277","d3",0
"F6277","d4",0
"F6277","d5",0
"F6277","d6",0
"F6277","d7",0
"F6277","d8",0
"F6278","d1",0
"F6278","d2",1
"F6278","d3",0
"F6278","d4",0
"F6278","d5",0
"F6278","d6",0
"F6278","d7",0
"F6278","d8",0
"F6279","d1",0
"F6279","d2",1
"F6279","d3",0
"F6279","d4",0
"F6279","d5",0
"F6279","d6",0
"F6279","d7",0
"F6279","d8",0
"F6280","d1",0
"F6280","d2",1
"F6280","d3",0
"F6280","d4",0
"F6280","d5",0
"F6280","d6",0
"F6280","d7",0
"F6280","d8",0
"F6281","d1",0
"F6281","d2",1
"F6281","d3",0
"F6281","d4",0
"F6281","d5",0
"F6281","d6",0
"F6281","d7",0
"F6281","d8",0
"F6282","d1",0
"F6282","d2",1
"F6282","d3",0
"F6282","d4",0
"F6282","d5",0
"F6282","d6",0
"F6282","d7",0
"F6282","d8",0
"F6283","d1",0
"F6283","d2",1
"F6283","d3",0
"F6283","d4",0
"F6283","d5",0
"F6283","d6",0
"F6283","d7",0
"F6283","d8",0
"F6284","d1",0
"F6284","d2",1
"F6284","d3",0
"F6284","d4",0
"F6284","d5",0
"F6284","d6",0
"F6284","d7",0
"F6284","d8",0
"F6285","d1",0
"F6285","d2",1
"F6285","d3",0
"F6285","d4",0
"F6285","d5",0
"F6285","d6",0
"F6285","d7",0
"F6285","d8",0
"F6286","d1",0
"F6286","d2",1
"F6286","d3",0
"F6286","d4",0
"F6286","d5",0
"F6286","d6",0
"F6286","d7",0
"F6286","d8",0
"F6287","d1",0
"F6287","d2",1
"F6287","d3",0
"F6287","d4",0
"F6287","d5",0
"F6287","d6",0
"F6287","d7",0
"F6287","d8",0
"F6288","d1",0
"F6288","d2",1
"F6288","d3",0
"F6288","d4",0
"F6288","d5",0
"F6288","d6",0
"F6288","d7",0
"F6288","d8",0
"F6289","d1",0
"F6289","d2",1
"F6289","d3",0
"F6289","d4",0
"F6289","d5",0
"F6289","d6",0
"F6289","d7",0
"F6289","d8",0
"F6290","d1",0
"F6290","d2",1
"F6290","d3",0
"F6290","d4",0
"F6290","d5",0
"F6290","d6",0
"F6290","d7",0
"F6290","d8",0
"F6291","d1",0
"F6291","d2",1
"F6291","d3",0
"F6291","d4",0
"F6291","d5",0
"F6291","d6",0
"F6291","d7",0
"F6291","d8",0
"F6292","d1",0
"F6292","d2",1
"F6292","d3",0
"F6292","d4",0
"F6292","d5",0
"F6292","d6",0
"F6292","d7",0
"F6292","d8",0
"F6293","d1",0
"F6293","d2",1
"F6293","d3",0
"F6293","d4",0
"F6293","d5",0
"F6293","d6",0
"F6293","d7",0
"F6293","d8",0
"F6294","d1",0
"F6294","d2",1
"F6294","d3",0
"F6294","d4",0
"F6294","d5",0
"F6294","d6",0
"F6294","d7",0
"F6294","d8",0
"F6295","d1",0
"F6295","d2",1
"F6295","d3",0
"F6295","d4",0
"F6295","d5",0
"F6295","d6",0
"F6295","d7",0
"F6295","d8",0
"F6296","d1",0
"F6296","d2",1
"F6296","d3",0
"F6296","d4",0
"F6296","d5",0
"F6296","d6",0
"F6296","d7",0
"F6296","d8",0
"F6297","d1",0
"F6297","d2",1
"F6297","d3",0
"F6297","d4",0
"F6297","d5",0
"F6297","d6",0
"F6297","d7",0
"F6297","d8",0
"F6298","d1",0
"F6298","d2",1
"F6298","d3",0
"F6298","d4",0
"F6298","d5",0
"F6298","d6",0
"F6298","d7",0
"F6298","d8",0
"F6299","d1",0
"F6299","d2",1
"F6299","d3",0
"F6299","d4",0
"F6299","d5",0
"F6299","d6",0
"F6299","d7",0
"F6299","d8",0
"F6300","d1",0
"F6300","d2",0
"F6300","d3",0
"F6300","d4",0
"F6300","d5",0
"F6300","d6",1
"F6300","d7",0
"F6300","d8",0
"F6301","d1",0
"F6301","d2",0
"F6301","d3",0
"F6301","d4",0
"F6301","d5",0
"F6301","d6",1
"F6301","d7",0
"F6301","d8",0
"F6302","d1",0
"F6302","d2",0
"F6302","d3",0
"F6302","d4",0
"F6302","d5",0
"F6302","d6",1
"F6302","d7",0
"F6302","d8",0
"F6303","d1",0
"F6303","d2",0
"F6303","d3",0
"F6303","d4",0
"F6303","d5",0
"F6303","d6",1
"F6303","d7",0
"F6303","d8",0
"F6304","d1",0
"F6304","d2",0
"F6304","d3",0
"F6304","d4",0
"F6304","d5",0
"F6304","d6",1
"F6304","d7",0
"F6304","d8",0
"F6305","d1",0
"F6305","d2",0
"F6305","d3",0
"F6305","d4",0
"F6305","d5",0
"F6305","d6",1
"F6305","d7",0
"F6305","d8",0
"F6306","d1",0
"F6306","d2",1
"F6306","d3",0
"F6306","d4",0
"F6306","d5",0
"F6306","d6",0
"F6306","d7",0
"F6306","d8",0
"F6307","d1",1
"F6307","d2",0
"F6307","d3",0
"F6307","d4",0
"F6307","d5",0
"F6307","d6",0
"F6307","d7",0
"F6307","d8",0
"F6308","d1",1
"F6308","d2",0
"F6308","d3",0
"F6308","d4",0
"F6308","d5",0
"F6308","d6",0
"F6308","d7",0
"F6308","d8",0
"F6309","d1",1
"F6309","d2",0
"F6309","d3",0
"F6309","d4",0
"F6309","d5",0
"F6309","d6",0
"F6309","d7",0
"F6309","d8",0
"F6310","d1",1
"F6310","d2",0
"F6310","d3",0
"F6310","d4",0
"F6310","d5",0
"F6310","d6",0
"F6310","d7",0
"F6310","d8",0
"F6311","d1",1
"F6311","d2",0
"F6311","d3",0
"F6311","d4",0
"F6311","d5",0
"F6311","d6",0
"F6311","d7",0
"F6311","d8",0
"F6312","d1",1
"F6312","d2",0
"F6312","d3",0
"F6312","d4",0
"F6312","d5",0
"F6312","d6",0
"F6312","d7",0
"F6312","d8",0
"F6313","d1",1
"F6313","d2",0
"F6313","d3",0
"F6313","d4",0
"F6313","d5",0
"F6313","d6",0
"F6313","d7",0
"F6313","d8",0
"F6314","d1",1
"F6314","d2",0
"F6314","d3",0
"F6314","d4",0
"F6314","d5",0
"F6314","d6",0
"F6314","d7",0
"F6314","d8",0
"F6315","d1",0
"F6315","d2",1
"F6315","d3",0
"F6315","d4",0
"F6315","d5",0
"F6315","d6",0
"F6315","d7",0
"F6315","d8",0
"F6316","d1",0
"F6316","d2",1
"F6316","d3",0
"F6316","d4",0
"F6316","d5",0
"F6316","d6",0
"F6316","d7",0
"F6316","d8",0
"F6317","d1",0
"F6317","d2",1
"F6317","d3",0
"F6317","d4",0
"F6317","d5",0
"F6317","d6",0
"F6317","d7",0
"F6317","d8",0
"F6318","d1",0
"F6318","d2",1
"F6318","d3",0
"F6318","d4",0
"F6318","d5",0
"F6318","d6",0
"F6318","d7",0
"F6318","d8",0
"F6319","d1",0
"F6319","d2",1
"F6319","d3",0
"F6319","d4",0
"F6319","d5",0
"F6319","d6",0
"F6319","d7",0
"F6319","d8",0
"F6320","d1",0
"F6320","d2",1
"F6320","d3",0
"F6320","d4",0
"F6320","d5",0
"F6320","d6",0
"F6320","d7",0
"F6320","d8",0
"F6321","d1",0
"F6321","d2",1
"F6321","d3",0
"F6321","d4",0
"F6321","d5",0
"F6321","d6",0
"F6321","d7",0
"F6321","d8",0
"F6322","d1",0
"F6322","d2",1
"F6322","d3",0
"F6322","d4",0
"F6322","d5",0
"F6322","d6",0
"F6322","d7",0
"F6322","d8",0
"F6323","d1",0
"F6323","d2",1
"F6323","d3",0
"F6323","d4",0
"F6323","d5",0
"F6323","d6",0
"F6323","d7",0
"F6323","d8",0
"F6324","d1",0
"F6324","d2",1
"F6324","d3",0
"F6324","d4",0
"F6324","d5",0
"F6324","d6",0
"F6324","d7",0
"F6324","d8",0
"F6325","d1",0
"F6325","d2",1
"F6325","d3",0
"F6325","d4",0
"F6325","d5",0
"F6325","d6",0
"F6325","d7",0
"F6325","d8",0
"F6326","d1",0
"F6326","d2",1
"F6326","d3",0
"F6326","d4",0
"F6326","d5",0
"F6326","d6",0
"F6326","d7",0
"F6326","d8",0
"F6327","d1",0
"F6327","d2",1
"F6327","d3",0
"F6327","d4",0
"F6327","d5",0
"F6327","d6",0
"F6327","d7",0
"F6327","d8",0
"F6328","d1",0
"F6328","d2",0
"F6328","d3",0
"F6328","d4",0
"F6328","d5",0
"F6328","d6",1
"F6328","d7",0
"F6328","d8",0
"F6329","d1",0
"F6329","d2",1
"F6329","d3",0
"F6329","d4",0
"F6329","d5",0
"F6329","d6",0
"F6329","d7",0
"F6329","d8",0
"F6330","d1",0
"F6330","d2",1
"F6330","d3",0
"F6330","d4",0
"F6330","d5",0
"F6330","d6",0
"F6330","d7",0
"F6330","d8",0
"F6331","d1",0
"F6331","d2",1
"F6331","d3",0
"F6331","d4",0
"F6331","d5",0
"F6331","d6",0
"F6331","d7",0
"F6331","d8",0
"F6332","d1",0
"F6332","d2",1
"F6332","d3",0
"F6332","d4",0
"F6332","d5",0
"F6332","d6",0
"F6332","d7",0
"F6332","d8",0
"F6333","d1",0
"F6333","d2",1
"F6333","d3",0
"F6333","d4",0
"F6333","d5",0
"F6333","d6",0
"F6333","d7",0
"F6333","d8",0
"F6334","d1",0
"F6334","d2",1
"F6334","d3",0
"F6334","d4",0
"F6334","d5",0
"F6334","d6",0
"F6334","d7",0
"F6334","d8",0
"F6335","d1",0
"F6335","d2",1
"F6335","d3",0
"F6335","d4",0
"F6335","d5",0
"F6335","d6",0
"F6335","d7",0
"F6335","d8",0
"F6336","d1",0
"F6336","d2",1
"F6336","d3",0
"F6336","d4",0
"F6336","d5",0
"F6336","d6",0
"F6336","d7",0
"F6336","d8",0
"F6337","d1",0
"F6337","d2",1
"F6337","d3",0
"F6337","d4",0
"F6337","d5",0
"F6337","d6",0
"F6337","d7",0
"F6337","d8",0
"F6338","d1",0
"F6338","d2",1
"F6338","d3",0
"F6338","d4",0
"F6338","d5",0
"F6338","d6",0
"F6338","d7",0
"F6338","d8",0
"F6339","d1",0
"F6339","d2",1
"F6339","d3",0
"F6339","d4",0
"F6339","d5",0
"F6339","d6",0
"F6339","d7",0
"F6339","d8",0
"F6340","d1",0
"F6340","d2",1
"F6340","d3",0
"F6340","d4",0
"F6340","d5",0
"F6340","d6",0
"F6340","d7",0
"F6340","d8",0
"F6341","d1",0
"F6341","d2",1
"F6341","d3",0
"F6341","d4",0
"F6341","d5",0
"F6341","d6",0
"F6341","d7",0
"F6341","d8",0
"F6342","d1",0
"F6342","d2",1
"F6342","d3",0
"F6342","d4",0
"F6342","d5",0
"F6342","d6",0
"F6342","d7",0
"F6342","d8",0
"F6343","d1",0
"F6343","d2",1
"F6343","d3",0
"F6343","d4",0
"F6343","d5",0
"F6343","d6",0
"F6343","d7",0
"F6343","d8",0
"F6344","d1",0
"F6344","d2",1
"F6344","d3",0
"F6344","d4",0
"F6344","d5",0
"F6344","d6",0
"F6344","d7",0
"F6344","d8",0
"F6345","d1",1
"F6345","d2",0
"F6345","d3",0
"F6345","d4",0
"F6345","d5",0
"F6345","d6",0
"F6345","d7",0
"F6345","d8",0
"F6346","d1",0
"F6346","d2",1
"F6346","d3",0
"F6346","d4",0
"F6346","d5",0
"F6346","d6",0
"F6346","d7",0
"F6346","d8",0
"F6347","d1",1
"F6347","d2",0
"F6347","d3",0
"F6347","d4",0
"F6347","d5",0
"F6347","d6",0
"F6347","d7",0
"F6347","d8",0
"F6348","d1",1
"F6348","d2",0
"F6348","d3",0
"F6348","d4",0
"F6348","d5",0
"F6348","d6",0
"F6348","d7",0
"F6348","d8",0
"F6349","d1",1
"F6349","d2",0
"F6349","d3",0
"F6349","d4",0
"F6349","d5",0
"F6349","d6",0
"F6349","d7",0
"F6349","d8",0
"F6350","d1",1
"F6350","d2",0
"F6350","d3",0
"F6350","d4",0
"F6350","d5",0
"F6350","d6",0
"F6350","d7",0
"F6350","d8",0
"F6351","d1",1
"F6351","d2",0
"F6351","d3",0
"F6351","d4",0
"F6351","d5",0
"F6351","d6",0
"F6351","d7",0
"F6351","d8",0
"F6352","d1",1
"F6352","d2",0
"F6352","d3",0
"F6352","d4",0
"F6352","d5",0
"F6352","d6",0
"F6352","d7",0
"F6352","d8",0
"F6353","d1",1
"F6353","d2",0
"F6353","d3",0
"F6353","d4",0
"F6353","d5",0
"F6353","d6",0
"F6353","d7",0
"F6353","d8",0
"F6354","d1",1
"F6354","d2",0
"F6354","d3",0
"F6354","d4",0
"F6354","d5",0
"F6354","d6",0
"F6354","d7",0
"F6354","d8",0
"F6355","d1",1
"F6355","d2",0
"F6355","d3",0
"F6355","d4",0
"F6355","d5",0
"F6355","d6",0
"F6355","d7",0
"F6355","d8",0
"F6356","d1",1
"F6356","d2",0
"F6356","d3",0
"F6356","d4",0
"F6356","d5",0
"F6356","d6",0
"F6356","d7",0
"F6356","d8",0
"F6357","d1",1
"F6357","d2",0
"F6357","d3",0
"F6357","d4",0
"F6357","d5",0
"F6357","d6",0
"F6357","d7",0
"F6357","d8",0
"F6358","d1",1
"F6358","d2",0
"F6358","d3",0
"F6358","d4",0
"F6358","d5",0
"F6358","d6",0
"F6358","d7",0
"F6358","d8",0
"F6359","d1",1
"F6359","d2",0
"F6359","d3",0
"F6359","d4",0
"F6359","d5",0
"F6359","d6",0
"F6359","d7",0
"F6359","d8",0
"F6360","d1",1
"F6360","d2",0
"F6360","d3",0
"F6360","d4",0
"F6360","d5",0
"F6360","d6",0
"F6360","d7",0
"F6360","d8",0
"F6361","d1",1
"F6361","d2",0
"F6361","d3",0
"F6361","d4",0
"F6361","d5",0
"F6361","d6",0
"F6361","d7",0
"F6361","d8",0
"F6362","d1",1
"F6362","d2",0
"F6362","d3",0
"F6362","d4",0
"F6362","d5",0
"F6362","d6",0
"F6362","d7",0
"F6362","d8",0
"F6363","d1",1
"F6363","d2",0
"F6363","d3",0
"F6363","d4",0
"F6363","d5",0
"F6363","d6",0
"F6363","d7",0
"F6363","d8",0
"F6364","d1",1
"F6364","d2",0
"F6364","d3",0
"F6364","d4",0
"F6364","d5",0
"F6364","d6",0
"F6364","d7",0
"F6364","d8",0
"F6365","d1",1
"F6365","d2",0
"F6365","d3",0
"F6365","d4",0
"F6365","d5",0
"F6365","d6",0
"F6365","d7",0
"F6365","d8",0
"F6366","d1",1
"F6366","d2",0
"F6366","d3",0
"F6366","d4",0
"F6366","d5",0
"F6366","d6",0
"F6366","d7",0
"F6366","d8",0
"F6367","d1",1
"F6367","d2",0
"F6367","d3",0
"F6367","d4",0
"F6367","d5",0
"F6367","d6",0
"F6367","d7",0
"F6367","d8",0
"F6368","d1",1
"F6368","d2",0
"F6368","d3",0
"F6368","d4",0
"F6368","d5",0
"F6368","d6",0
"F6368","d7",0
"F6368","d8",0
"F6369","d1",1
"F6369","d2",0
"F6369","d3",0
"F6369","d4",0
"F6369","d5",0
"F6369","d6",0
"F6369","d7",0
"F6369","d8",0
"F6370","d1",1
"F6370","d2",0
"F6370","d3",0
"F6370","d4",0
"F6370","d5",0
"F6370","d6",0
"F6370","d7",0
"F6370","d8",0
"F6371","d1",1
"F6371","d2",0
"F6371","d3",0
"F6371","d4",0
"F6371","d5",0
"F6371","d6",0
"F6371","d7",0
"F6371","d8",0
"F6372","d1",1
"F6372","d2",0
"F6372","d3",0
"F6372","d4",0
"F6372","d5",0
"F6372","d6",0
"F6372","d7",0
"F6372","d8",0
"F6373","d1",1
"F6373","d2",0
"F6373","d3",0
"F6373","d4",0
"F6373","d5",0
"F6373","d6",0
"F6373","d7",0
"F6373","d8",0
"F6374","d1",1
"F6374","d2",0
"F6374","d3",0
"F6374","d4",0
"F6374","d5",0
"F6374","d6",0
"F6374","d7",0
"F6374","d8",0
"F6375","d1",1
"F6375","d2",0
"F6375","d3",0
"F6375","d4",0
"F6375","d5",0
"F6375","d6",0
"F6375","d7",0
"F6375","d8",0
"F6376","d1",1
"F6376","d2",0
"F6376","d3",0
"F6376","d4",0
"F6376","d5",0
"F6376","d6",0
"F6376","d7",0
"F6376","d8",0
"F6377","d1",1
"F6377","d2",0
"F6377","d3",0
"F6377","d4",0
"F6377","d5",0
"F6377","d6",0
"F6377","d7",0
"F6377","d8",0
"F6378","d1",1
"F6378","d2",0
"F6378","d3",0
"F6378","d4",0
"F6378","d5",0
"F6378","d6",0
"F6378","d7",0
"F6378","d8",0
"F6379","d1",1
"F6379","d2",0
"F6379","d3",0
"F6379","d4",0
"F6379","d5",0
"F6379","d6",0
"F6379","d7",0
"F6379","d8",0
"F6380","d1",1
"F6380","d2",0
"F6380","d3",0
"F6380","d4",0
"F6380","d5",0
"F6380","d6",0
"F6380","d7",0
"F6380","d8",0
"F6381","d1",1
"F6381","d2",0
"F6381","d3",0
"F6381","d4",0
"F6381","d5",0
"F6381","d6",0
"F6381","d7",0
"F6381","d8",0
"F6382","d1",1
"F6382","d2",0
"F6382","d3",0
"F6382","d4",0
"F6382","d5",0
"F6382","d6",0
"F6382","d7",0
"F6382","d8",0
"F6383","d1",1
"F6383","d2",0
"F6383","d3",0
"F6383","d4",0
"F6383","d5",0
"F6383","d6",0
"F6383","d7",0
"F6383","d8",0
"F6384","d1",1
"F6384","d2",0
"F6384","d3",0
"F6384","d4",0
"F6384","d5",0
"F6384","d6",0
"F6384","d7",0
"F6384","d8",0
"F6385","d1",1
"F6385","d2",0
"F6385","d3",0
"F6385","d4",0
"F6385","d5",0
"F6385","d6",0
"F6385","d7",0
"F6385","d8",0
"F6386","d1",1
"F6386","d2",0
"F6386","d3",0
"F6386","d4",0
"F6386","d5",0
"F6386","d6",0
"F6386","d7",0
"F6386","d8",0
"F6387","d1",1
"F6387","d2",0
"F6387","d3",0
"F6387","d4",0
"F6387","d5",0
"F6387","d6",0
"F6387","d7",0
"F6387","d8",0
"F6388","d1",1
"F6388","d2",0
"F6388","d3",0
"F6388","d4",0
"F6388","d5",0
"F6388","d6",0
"F6388","d7",0
"F6388","d8",0
"F6389","d1",0
"F6389","d2",1
"F6389","d3",0
"F6389","d4",0
"F6389","d5",0
"F6389","d6",0
"F6389","d7",0
"F6389","d8",0
"F6390","d1",1
"F6390","d2",0
"F6390","d3",0
"F6390","d4",0
"F6390","d5",0
"F6390","d6",0
"F6390","d7",0
"F6390","d8",0
"F6391","d1",0
"F6391","d2",1
"F6391","d3",0
"F6391","d4",0
"F6391","d5",0
"F6391","d6",0
"F6391","d7",0
"F6391","d8",0
"F6392","d1",0
"F6392","d2",1
"F6392","d3",0
"F6392","d4",0
"F6392","d5",0
"F6392","d6",0
"F6392","d7",0
"F6392","d8",0
"F6393","d1",0
"F6393","d2",1
"F6393","d3",0
"F6393","d4",0
"F6393","d5",0
"F6393","d6",0
"F6393","d7",0
"F6393","d8",0
"F6394","d1",1
"F6394","d2",0
"F6394","d3",0
"F6394","d4",0
"F6394","d5",0
"F6394","d6",0
"F6394","d7",0
"F6394","d8",0
"F6395","d1",1
"F6395","d2",0
"F6395","d3",0
"F6395","d4",0
"F6395","d5",0
"F6395","d6",0
"F6395","d7",0
"F6395","d8",0
"F6396","d1",0
"F6396","d2",0
"F6396","d3",0
"F6396","d4",0
"F6396","d5",0
"F6396","d6",1
"F6396","d7",0
"F6396","d8",0
"F6397","d1",0
"F6397","d2",0
"F6397","d3",0
"F6397","d4",0
"F6397","d5",0
"F6397","d6",1
"F6397","d7",0
"F6397","d8",0
"F6398","d1",0
"F6398","d2",0
"F6398","d3",0
"F6398","d4",0
"F6398","d5",0
"F6398","d6",1
"F6398","d7",0
"F6398","d8",0
"F6399","d1",0
"F6399","d2",0
"F6399","d3",0
"F6399","d4",0
"F6399","d5",0
"F6399","d6",1
"F6399","d7",0
"F6399","d8",0
"F6400","d1",0
"F6400","d2",0
"F6400","d3",0
"F6400","d4",0
"F6400","d5",0
"F6400","d6",1
"F6400","d7",0
"F6400","d8",0
"F6401","d1",0
"F6401","d2",0
"F6401","d3",0
"F6401","d4",0
"F6401","d5",0
"F6401","d6",1
"F6401","d7",0
"F6401","d8",0
"F6402","d1",0
"F6402","d2",0
"F6402","d3",0
"F6402","d4",0
"F6402","d5",0
"F6402","d6",1
"F6402","d7",0
"F6402","d8",0
"F6403","d1",0
"F6403","d2",0
"F6403","d3",0
"F6403","d4",0
"F6403","d5",0
"F6403","d6",1
"F6403","d7",0
"F6403","d8",0
"F6404","d1",0
"F6404","d2",0
"F6404","d3",0
"F6404","d4",0
"F6404","d5",0
"F6404","d6",1
"F6404","d7",0
"F6404","d8",0
"F6405","d1",0
"F6405","d2",0
"F6405","d3",0
"F6405","d4",0
"F6405","d5",0
"F6405","d6",1
"F6405","d7",0
"F6405","d8",0
"F6406","d1",1
"F6406","d2",0
"F6406","d3",0
"F6406","d4",0
"F6406","d5",0
"F6406","d6",0
"F6406","d7",0
"F6406","d8",0
"F6407","d1",0
"F6407","d2",0
"F6407","d3",0
"F6407","d4",0
"F6407","d5",0
"F6407","d6",1
"F6407","d7",0
"F6407","d8",0
"F6408","d1",0
"F6408","d2",0
"F6408","d3",0
"F6408","d4",0
"F6408","d5",0
"F6408","d6",1
"F6408","d7",0
"F6408","d8",0
"F6409","d1",0
"F6409","d2",0
"F6409","d3",0
"F6409","d4",0
"F6409","d5",0
"F6409","d6",1
"F6409","d7",0
"F6409","d8",0
"F6410","d1",0
"F6410","d2",0
"F6410","d3",0
"F6410","d4",0
"F6410","d5",0
"F6410","d6",1
"F6410","d7",0
"F6410","d8",0
"F6411","d1",0
"F6411","d2",0
"F6411","d3",0
"F6411","d4",0
"F6411","d5",0
"F6411","d6",1
"F6411","d7",0
"F6411","d8",0
"F6412","d1",0
"F6412","d2",0
"F6412","d3",0
"F6412","d4",0
"F6412","d5",0
"F6412","d6",1
"F6412","d7",0
"F6412","d8",0
"F6413","d1",0
"F6413","d2",0
"F6413","d3",0
"F6413","d4",0
"F6413","d5",0
"F6413","d6",1
"F6413","d7",0
"F6413","d8",0
"F6414","d1",0
"F6414","d2",0
"F6414","d3",0
"F6414","d4",0
"F6414","d5",0
"F6414","d6",1
"F6414","d7",0
"F6414","d8",0
"F6415","d1",0
"F6415","d2",0
"F6415","d3",0
"F6415","d4",0
"F6415","d5",0
"F6415","d6",1
"F6415","d7",0
